StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q158_1,Q159_1,Q184_1,Q12_1,Q4_1,Q8_1,Q214_1,Q215_1,Q216_1,Q217_1,Q218_1,Q219_1,Q220_1,Q233_1,Q234_1,Q235_1,Q236_1,Q237_1,Q238_1,Q239_1,Q242_1,Q243_1,Q244_1,Q245_1,Q246_1,Q247_1,Q248_1,Q251_1,Q252_1,Q253_1,Q254_1,Q255_1,Q256_1,Q257_1,Q260_1,Q261_1,Q262_1,Q263_1,Q264_1,Q265_1,Q266_1,Q269_1,Q270_1,Q271_1,Q272_1,Q273_1,Q274_1,Q275_1,Q278_1,Q279_1,Q280_1,Q281_1,Q282_1,Q283_1,Q284_1,Q287_1,Q288_1,Q289_1,Q290_1,Q291_1,Q292_1,Q293_1,Q296_1,Q297_1,Q298_1,Q299_1,Q300_1,Q301_1,Q302_1,Q305_1,Q306_1,Q307_1,Q308_1,Q309_1,Q310_1,Q311_1,Q314_1,Q315_1,Q316_1,Q317_1,Q318_1,Q319_1,Q320_1,Q202_1,Q203_1,Q204_1,Q205_1,Q206_1,Q207,Q208,Q209,Q209,Q210,Q210 - Topics
2018-06-13 17:10:44,2018-06-13 17:24:14,IP Address,107.188.145.147,100,810,True,2018-06-13 17:24:15,R_eINuEj4E7cTkPiF,,,,,40.21809387207,-111.61329650879,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,3,4,4,,,,,,,,2,2,2,2,3,"While the generated chord structure of the two songs impressed me, the songs sounded quite similar (e.g. right hand piano root chord to root chord in repetitive quarter beats, similar sounding drum beats). However, both of these songs arose from tweets dealing with love/optimism. Other topics might demonstrate more diversity in created songs.",Yes,Yes,Absolutely,"The answer to the previous question depends on your definition of creativity. If viewed as a synthesis and recombination of prior work (i.e. 'standing on the shoulders of musical/artistic giants of previous times'), computers are definitely capable of creative work. ",Unknown
2018-06-13 17:18:53,2018-06-13 17:24:51,IP Address,155.201.42.150,100,358,True,2018-06-13 17:24:52,R_3qTNybRX4bHzQPQ,,,,,33.71159362793,-117.80989837646,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,5,4,2,3,2,4,4,4,3,2,4,3,3,2,4,The first song had lots of consecutive repeated notes in the melody - reminiscent of the first attempts of a new songwriter at writing a melody. Overall very impressive but that stuck out,Yes,Yes,Not sure,,
2018-06-13 17:18:16,2018-06-13 17:25:17,IP Address,192.150.9.200,100,421,True,2018-06-13 17:25:18,R_2wSKm6jZaiZjJlX,,,,,40.324493408203,-111.96179962158,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,1,4,4,,,,,,,,,,,,,,,,,,,,,,3,3,5,3,3,"I thought the songs sounded good.  I think if I randomly heard one of the songs, not knowing it was created by an AI, and then learned it was created by an AI, I would not feel very surprised to know the song was made by an AI.",Yes,No,Not sure,"I think this survey would be a bit better if it just played the songs, without the survey taker knowing that the songs were generated by an AI.  At the end of the survey you could explain the songs were generated by an AI, and then ask how surprised the users are to know that the survey was created by an AI.",Unknown
2018-06-13 17:29:29,2018-06-13 17:34:02,IP Address,216.9.107.129,100,272,True,2018-06-13 17:34:02,R_1IoTMSWg2u87BMb,,,,,37.653396606445,-122.42309570312,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,3,4,,,,,,,,5,5,5,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,Never seen anything like this before,No,Yes,Absolutely,,
2018-06-13 17:29:04,2018-06-13 17:35:18,IP Address,73.228.97.243,100,374,True,2018-06-13 17:35:19,R_UckuM80K5ivbW7L,,,,,40.208999633789,-111.47399902344,anonymous,EN,,,,,,,,4,4,4,4,3,4,4,,,,,,,,4,4,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,5,,No,Yes,Not sure,,
2018-06-13 17:30:42,2018-06-13 17:35:43,IP Address,38.93.192.148,100,301,True,2018-06-13 17:35:43,R_2zZ6e6JMx3GWV2u,,,,,47.61540222168,-122.21029663086,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,4,3,2,3,2,1,3,1,3,,Yes,No,Not sure,,
2018-06-13 17:21:20,2018-06-13 17:36:38,IP Address,128.187.116.10,100,918,True,2018-06-13 17:36:39,R_VWFlMnYOfYWWKvn,,,,,40.356292724609,-111.73249816895,anonymous,EN,,,,,,,,,,,,,,,3,3,3,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,3,4,2,,,,,,,,,,,,,,,2,2,4,2,4,,Yes,No,Not sure,,
2018-06-13 17:32:18,2018-06-13 17:38:27,IP Address,67.222.231.150,100,369,True,2018-06-13 17:38:27,R_CmP7jc7YvVIbI6R,,,,,40.296798706055,-111.67610168457,anonymous,EN,,,,,,,,,,,,,,,3,3,3,3,3,4,3,,,,,,,,,,,,,,,3,2,3,2,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,,No,Yes,Not sure,,
2018-06-13 17:45:34,2018-06-13 17:50:16,IP Address,24.11.62.239,100,281,True,2018-06-13 17:50:16,R_26btRuQIkEnEmZX,,,,,40.314300537109,-111.71160125732,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,4,5,3,4,4,4,5,4,2,4,4,,,,,,,,,,,,,,,4,2,4,2,5,,Yes,Yes,Absolutely,,
2018-06-13 17:56:33,2018-06-13 18:02:31,IP Address,73.11.16.7,100,358,True,2018-06-13 18:02:32,R_2VaKEEWhtX2ugYx,,,,,44.069000244141,-123.08250427246,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,4,3,3,4,4,3,3,3,,No,Yes,Not sure,,
2018-06-13 17:56:18,2018-06-13 18:07:39,IP Address,24.10.228.182,100,680,True,2018-06-13 18:07:40,R_2RPluxrKnR6ryHF,,,,,40.648300170898,-111.49900054932,social,EN,,,,,,,,5,5,5,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,3,3,4,,,,,,,,,,,,,,,5,4,5,4,4,"I think it puts things together in a unique way but if it’s basing everything it does on existing info then I’m not sure it gets all points for unique creativity. ",No,Yes,Not sure,"Parts of the first one sounded exactly like Billy Joel Uptown Girl. And the lyrics didn’t make sense in several places. The second one was much more cohesive as far as lyrics. The composition of the music in both pieces was good, like I said, I heard Billy Joel in the first one. Made me wonder how much it relies on existing music. If it mixes up a few bars of different songs does that make it unique? I don’t know. I think it’s great that it’s capablenof doing all of that in its own though. And Twitter feeds for source material is awesome. :-)",Unknown
2018-06-13 18:18:21,2018-06-13 18:22:11,IP Address,73.3.78.216,100,229,True,2018-06-13 18:22:12,R_O9mJKU65QNJoaQN,,,,,40.464706420898,-111.63320159912,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,2,4,3,3,2,3,2,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,2,5,,No,Yes,Not sure,,
2018-06-13 17:53:36,2018-06-13 18:32:28,IP Address,140.247.83.180,100,2332,True,2018-06-13 18:32:29,R_2WNlqwYXhFXLhaq,,,,,42.380004882812,-71.13289642334,anonymous,EN,3,4,3,3,4,2,1,,,,,,,,,,,,,,,3,5,2,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,4,,Yes,No,Absolutely,,
2018-06-13 18:39:22,2018-06-13 18:43:16,IP Address,174.52.167.118,100,233,True,2018-06-13 18:43:16,R_1rvpN379Nq1DdIQ,,,,,40.314300537109,-111.71160125732,social,EN,2,2,3,3,4,3,3,,,,,,,,,,,,,,,3,3,3,3,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,3,2,,No,No,Not sure,,
2018-06-13 18:38:51,2018-06-13 18:44:59,IP Address,71.38.236.129,100,367,True,2018-06-13 18:44:59,R_BwR1ctGqGoeR6zn,,,,,36.175003051758,-115.13719940186,anonymous,EN,,,,,,,,,,,,,,,1,1,1,1,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,5,2,,,,,,,,4,3,5,3,5,,Yes,Yes,Not sure,,
2018-06-13 18:43:25,2018-06-13 18:46:33,IP Address,69.146.0.34,100,188,True,2018-06-13 18:46:34,R_3MLtdvdFXbcWquC,,,,,46.517196655273,-112.12110137939,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,4,3,3,4,3,3,4,2,3,,Yes,No,Absolutely,,
2018-06-13 18:36:18,2018-06-13 18:50:50,IP Address,162.246.103.171,100,871,True,2018-06-13 18:50:50,R_31ZqTBKXXF7I6fI,,,,,40.936401367188,-111.88379669189,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,3,4,5,,,,,,,,3,1,3,3,4,2,1,,,,,,,,,,,,,,,5,4,4,3,4,"Although I had never heard lyrics quite like pop*'s, the notes and themes did sound familiar. I think pop* is good at finding ideas and creating sounds to match those ideas and feelings- the lyrics are a little too creative for me though.",Yes,Yes,Not sure,"Great work! That was pretty impressive! ",Unknown
2018-06-13 16:08:48,2018-06-13 18:56:06,IP Address,70.103.180.85,100,10038,True,2018-06-13 18:56:07,R_ZD0vTPlzEs9duEh,,,,,40.314300537109,-111.71160125732,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,3,5,3,4,,,,,,,,,,,,,,,3,2,4,5,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,,Yes,Yes,Not sure,,
2018-06-13 19:13:51,2018-06-13 19:24:39,IP Address,205.197.219.74,100,648,True,2018-06-13 19:24:40,R_NWkiP88tuzNfSOR,,,,,38.753295898438,-112.10559844971,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,5,2,,,,,,,,2,2,2,2,1,5,2,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3,"Pop* has unique lyrics that obviously try to tell a story, but does so terribly.  Random ""I"" gets inserted which ruins the already questionable flow of the lyrics.",Yes,No,Absolutely,"Love the idea.  Lyrics were rough. Music was alright.  If it truly created it's chords and motifs itself, not just from presets, then that's pretty cool. Get rid of the lyrics and give me a novel instrumental piece everytime it ran and I'd enjoy that more (significantly)",Unknown
2018-06-13 19:39:16,2018-06-13 19:49:19,IP Address,75.169.74.211,100,603,True,2018-06-13 19:49:20,R_1g1j71Tu9YS03DB,,,,,40.624694824219,-111.71230316162,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,3,1,2,3,2,2,2,,,,,,,,,,,,,,,4,2,4,2,4,"The placement of the lyrics within the melody read certainly creative (in that it did follow songwriting norms). ",Yes,Yes,Not sure,"This is certainly fascinating and the potential is awesome. ",Unknown
2018-06-13 19:44:09,2018-06-13 19:58:10,IP Address,72.192.216.87,100,840,True,2018-06-13 19:58:10,R_3Maj7hMvV5LmPnK,,,,,38.835693359375,-77.337501525879,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,3,2,3,,,,,,,,5,4,5,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,4,3,5,4,3,,No,Yes,Absolutely,,
2018-06-13 19:53:14,2018-06-13 19:59:39,IP Address,76.27.82.73,100,385,True,2018-06-13 19:59:40,R_1MYvbUqnsyY1rfN,,,,,40.290298461914,-111.72360229492,social,EN,,,,,,,,,,,,,,,3,2,4,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,"Most of the musical choices and lyric choices are typical of any pop music composition, so the creativity scored lower based on the computers inability to “create” something new. Didn’t sound bad for computer generated choices, but I would not consider it creative-as in to create something new or original. ",Yes,Yes,Not sure,,
2018-06-13 19:59:43,2018-06-13 20:04:11,IP Address,45.56.39.237,100,268,True,2018-06-13 20:04:11,R_1PRDPLPlsDAPX23,,,,,40.21809387207,-111.61329650879,anonymous,EN,1,1,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,4,,No,No,Not sure,,
2018-06-13 19:55:54,2018-06-13 20:06:11,IP Address,116.251.6.230,100,617,True,2018-06-13 20:06:11,R_3Pc7LJvwvDjWVt4,,,,,-16.086700439453,145.46179199219,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,2,3,2,1,,,,,,,,1,1,1,2,3,"It combines things in new ways ",Yes,Yes,Never,Cool!!,Unknown
2018-06-13 20:15:02,2018-06-13 20:18:51,IP Address,73.96.92.102,100,229,True,2018-06-13 20:18:52,R_2rYGCdpGErjOMxE,,,,,44.069000244141,-123.08250427246,social,EN,2,2,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,1,2,2,,,,,,,,3,2,3,3,3,,Yes,Yes,Absolutely,,
2018-06-13 20:17:40,2018-06-13 20:24:45,IP Address,98.115.185.121,100,425,True,2018-06-13 20:24:46,R_2AHxgu69Kn648ZP,,,,,39.919296264648,-75.418998718262,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,2,2,5,3,4,2,5,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,3,,No,Yes,Not sure,,
2018-06-13 20:12:09,2018-06-13 20:29:18,IP Address,107.188.149.158,100,1029,True,2018-06-13 20:29:19,R_24ibDUkuYpTWHZ3,,,,,40.21809387207,-111.61329650879,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,2,4,4,1,3,2,5,2,4,2,3,,,,,,,,,,,,,,,3,4,3,3,4,"even though the lyrics were pretty weird, there were some sentiments communicated like abstract poetry and the chord progressions were definitely convincingly chosen by pop.",Yes,Yes,Absolutely,"Cool project. ",Unknown
2018-06-13 20:27:58,2018-06-13 20:36:50,IP Address,45.56.45.36,100,532,True,2018-06-13 20:36:51,R_3DbRcpO3hSfJrMm,,,,,40.339294433594,-111.57089996338,anonymous,EN,,,,,,,,3,2,3,2,3,4,3,,,,,,,,2,1,2,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,4,2,,Yes,No,Absolutely,This and projects like Deep Dream convince me that a computers can produce creative works that humans never would. Getting them to produce original creative works that humans actually _like_ is an entirely different question.... ;-),Unknown
2018-06-13 20:27:06,2018-06-13 20:37:08,IP Address,76.173.7.90,100,602,True,2018-06-13 20:37:08,R_1KkbxEMyVNPVqXm,,,,,19.710800170898,-155.87399291992,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,2,3,3,4,2,2,2,4,,No,Yes,Never,,
2018-06-13 20:27:15,2018-06-13 20:38:21,IP Address,69.146.0.34,100,666,True,2018-06-13 20:38:21,R_2f7qS8fCPcKnZze,,,,,46.517196655273,-112.12110137939,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,3,2,,,,,,,,,,,,,,,1,1,2,2,2,,No,No,Absolutely,"I feel like you could have provided more background about how the vocals were provided and where the music came from (existing tracks, beats, Etc). Very interesting work!",Unknown
2018-06-13 20:46:28,2018-06-13 20:54:12,IP Address,184.99.114.222,100,464,True,2018-06-13 20:54:13,R_x5Uz8BIkD9TswvL,,,,,43.599197387695,-116.42340087891,anonymous,EN,,,,,,,,,,,,,,,3,2,3,3,4,3,4,3,1,4,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,4,"If creativity is making something novel, then this is a success. If creativity is making something novel that affects the feeling of the consumer then maybe not quite so successful.",Yes,Yes,Not sure,Very cool!,Unknown
2018-06-13 20:59:43,2018-06-13 21:04:30,IP Address,98.202.117.176,100,286,True,2018-06-13 21:04:30,R_2QWFXCWuGpVW7he,,,,,40.393005371094,-111.78379821777,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,5,5,3,3,3,"The program ""Pop"" follows the formulas really well, but the ideas are not innovative, they are formulaic.  Still, very very cool",Yes,No,Absolutely,Very fun idea and application.  Good luck in the future!,Unknown
2018-06-13 20:56:48,2018-06-13 21:11:44,IP Address,50.24.10.21,100,895,True,2018-06-13 21:11:44,R_w1L0HBDZr3jPkDD,,,,,30.658294677734,-96.323799133301,social,EN,,,,,,,,2,3,1,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,4,1,,,,,,,,2,2,3,3,1,"I didn't think the songs were that good. The songs lacked feeling, and felt like some quasi-random lyrics mashed together.",Yes,Yes,Never,"Computers optimize algorithms. We can improve the algorithm, and increase it's complexity, but that's not creativity. But then....do humans do the same thing? Are we Human? Or are we Intel?",Unknown
2018-06-13 21:04:17,2018-06-13 21:12:01,IP Address,64.72.216.39,100,463,True,2018-06-13 21:12:01,R_2DUeXByN2k5iKwA,,,,,40.393005371094,-111.78379821777,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,5,5,2,5,3,2,5,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,3,4,"Pop* seems to be creative with the melodies and harmonies of the music it creates, but struggled somewhat with lyrics for one of the two compositions I was given.",No,Yes,Absolutely,"Additional comment on the question, ""From your perspective will computers ever be capable of being autonomously creative?""
Yes absolutely, this project is proof of that.",Unknown
2018-06-13 21:12:04,2018-06-13 21:15:56,IP Address,64.72.216.39,100,232,True,2018-06-13 21:15:56,R_eS6hXHa2hYDN2nv,,,,,40.393005371094,-111.78379821777,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,5,3,2,4,,,,,,,,4,4,4,5,5,1,5,5,4,5,4,4,,No,No,Absolutely,,
2018-06-13 21:28:09,2018-06-13 21:34:45,IP Address,75.174.1.236,100,395,True,2018-06-13 21:34:45,R_r2pLFyzKRyNGvlf,,,,,43.605606079102,-116.54150390625,anonymous,EN,,,,,,,,,,,,,,,2,3,1,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,3,4,4,,,,,,,,,,,,,,,2,2,3,1,3,,No,No,Not sure,,
2018-06-13 21:26:38,2018-06-13 21:38:14,IP Address,63.155.255.143,100,695,True,2018-06-13 21:38:14,R_25QpQnGQSlrjUCH,,,,,42.538604736328,-123.3478012085,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,3,1,4,2,3,4,2,,,,,,,,4,3,3,2,4,"I certainly know plenty of songs that take a lot of reflection to glean some sense — and that may be totally coincidental to the real intent of the creator. Seems like pop is making music to me. ",Yes,Yes,Not sure,Keep on cyber-rocking in the free world!,Unknown
2018-06-13 21:41:50,2018-06-13 21:46:18,IP Address,24.253.48.76,100,268,True,2018-06-13 21:46:19,R_1FIFE0F9nf52jLq,,,,,36.175003051758,-115.13719940186,social,EN,,,,,,,,4,4,4,4,4,4,5,,,,,,,,3,2,4,4,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,,No,No,Absolutely,,
2018-06-13 21:40:59,2018-06-13 22:00:58,IP Address,68.104.137.61,100,1198,True,2018-06-13 22:00:59,R_3qU6ES21RxDSNyp,,,,,32.247604370117,-110.94999694824,social,EN,3,3,3,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,4,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,4,2,"Pop follows a sequence of preprogrammed algorithms.  I would therefore describe the output of Pop* as being more representative of the creativity of its designer as well as the thoughts/moods of the people giving input tweets.  This being said, one could make the argument that combining ideas and generating from them something completely new is the epitome of creativity, regardless of whether or not the process was automated.  Thus, even though the machine is a machine it does mimic, in some way at least, some form of creativity.",Yes,Yes,Not sure,"""Autonomously creative"" needs a little more definition.  Autonomous in the sense that they will begin doing things and creating things themselves?  Never.  Autonomously creative in the sense that given the right input parameters, tuning, and training, they can find new thoughts/moods/ideas that humans themselves would never think of?  Absolutely.  ",Unknown
2018-06-13 22:01:44,2018-06-13 22:16:32,IP Address,67.163.64.174,100,887,True,2018-06-13 22:16:32,R_soKnGedalWsF8UV,,,,,40.296798706055,-111.67610168457,anonymous,EN,,,,,,,,,,,,,,,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,2,,,,,,,,3,3,4,4,3,Pop seemed to always start with something in mind but delivered something different.,Yes,Yes,Not sure,,
2018-06-13 22:10:00,2018-06-13 22:17:30,IP Address,66.219.235.240,100,449,True,2018-06-13 22:17:30,R_2VkCdtIi3zqHfqf,,,,,40.21809387207,-111.61329650879,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,3,2,2,,,,,,,,,,,,,,,3,3,2,2,2,,Yes,No,Not sure,,
2018-06-13 22:20:53,2018-06-13 22:26:43,IP Address,67.166.68.71,100,349,True,2018-06-13 22:26:43,R_1j6V2zfTReqnpEh,,,,,40.314300537109,-111.71160125732,social,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,3,3,1,1,1,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,No,Yes,Not sure,,
2018-06-13 22:16:14,2018-06-13 22:27:50,IP Address,73.65.150.214,100,695,True,2018-06-13 22:27:50,R_3g7rYFGtp0l6pmP,,,,,40.393005371094,-111.78379821777,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,5,4,,,,,,,,4,3,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,3,4,The sings differed greatly in all metrics.,No,Yes,Absolutely,Keep going - this has serious promise!,Unknown
2018-06-13 22:16:42,2018-06-13 22:27:51,IP Address,73.65.150.214,100,669,True,2018-06-13 22:27:52,R_1kXKEgXcM2fjUn8,,,,,40.393005371094,-111.78379821777,anonymous,EN,,,,,,,,5,5,5,5,4,3,5,3,3,4,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,3,4,,No,Yes,Absolutely,,
2018-06-13 22:29:00,2018-06-13 22:35:35,IP Address,24.16.190.179,100,394,True,2018-06-13 22:35:35,R_2tmKln4boO8gcxA,,,,,47.361801147461,-122.10330200195,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,2,4,1,4,2,3,1,2,3,1,3,4,2,3,2,1,The music was generic.,Yes,Yes,Not sure,,
2018-06-13 22:42:55,2018-06-13 22:47:52,IP Address,174.52.167.71,100,297,True,2018-06-13 22:47:52,R_2zIv5fJkCRPjUpY,,,,,40.314300537109,-111.71160125732,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,2,1,3,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4,1,4,5,3,,,,,,,,,,,,,,,3,2,4,3,4,,No,Yes,Not sure,,
2018-06-13 22:46:27,2018-06-13 22:55:06,IP Address,71.236.139.23,100,519,True,2018-06-13 22:55:07,R_1IF6RGCuTMTLByi,,,,,44.069000244141,-123.08250427246,anonymous,EN,3,2,2,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,3,"I think I would enjoy it more if there was a prelude first without lyrics, where I could just enjoy the melody/instrumentals.  The timing of the lyrics seemed to detract from the overall experience.  But it is pretty amazing!!",No,Yes,Absolutely,This is a huge step forward.  Good work!,Unknown
2018-06-13 23:09:38,2018-06-13 23:15:49,IP Address,66.87.139.229,100,371,True,2018-06-13 23:15:50,R_3OiB6ExL30Ynuoi,,,,,47.620101928711,-122.14080047607,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,4,2,,,,,,,,3,2,4,4,3,4,2,,,,,,,,,,,,,,,4,3,4,2,4,,Yes,No,Absolutely,,
2018-06-13 23:30:11,2018-06-13 23:45:18,IP Address,70.187.178.182,100,906,True,2018-06-13 23:45:19,R_rikedN3Yhv1a60F,,,,,33.689697265625,-117.85020446777,anonymous,EN,,,,,,,,,,,,,,,2,2,2,2,2,4,4,1,1,1,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,"It's a machine, it has no autonomy or beliefs.",Yes,Yes,Not sure,"I have a PhD in artificial intelligence, and I still actively do research in this area. I would say our current AI (including systems like this one) are merely tools to aid the creativity of humans, not creative of themselves. Will they ever be autonomous and creative? That seems like a murky philosophical question. I don't know.",Unknown
